delivery_id,order_id,delivery_city,delivery_region,delivery_status,shipping_company,shipped_date,delivered_date
2732,2732,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2026-02-09,2026-02-14
2733,2733,Meknès,Fès-Meknès,delivered,Jibli,12/26/2025,2026-01-03
2734,2734,Casablanca,Casablanca-Settat,delivered,Jibli,Feb 01 2025,Feb 06 2025
2735,2735,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,08/30/2025,Sep 05 2025
2736,2736,Oujda,Oriental,delivered,Barid Logistics,12-10-2025,Oct 13 2025
2737,2737,Fès,Fès-Meknès,Livré,Jibli,2025-06-07,12/06/2025
2738,2738,Oujda,Oriental,delivered,AtlasShip,10-07-2025,15-07-2025
2739,2739,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delayed,Jibli,2026-04-17,19-04-2026
2740,2740,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-09-16,Sep 17 2025
2741,2741,Casablanca,Casablanca-Settat,Livré,Amana Express,29/03/2025,30-03-2025
2742,2742,Tétouan,TTA,delivered,AtlasShip,Apr 14 2025,2025-04-18
2743,2743,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,Aug 26 2025,2025-08-28
2744,2744,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,2026-05-20,22/05/2026
2745,2745,Oujda,Oriental,delivered,AtlasShip,25-06-2025,02-07-2025
2746,2746,RABAT,Rabat-Salé-Kénitra,in_transit,Amana Express,10-02-2025,02/13/2025
2747,2747,Marrakech,Marrakech-Safi,failed,Barid Logistics,2025-05-15,21/05/2025
2748,2748,Oujda,Oriental,delivered,Jibli,12-03-2025,14-03-2025
2749,2749,Tétouan,,delayed,Amana Express,2025-05-14,05/22/2025
2750,2750,Oujda,Oriental,KO,Amana Express,04/19/2025,Apr 21 2025
2751,2751,Casablanca,Casablanca-Settat,delayed,Amana Express,03/06/2025,Jun 09 2025
2752,2752,Kénitra,RSK,failed,Jibli,2025-05-12,
2753,2753,Tangier,Tanger-Tétouan-Al Hoceïma,delayed,AtlasShip,01/16/2025,21-01-2025
2754,2754,Fès,Fès-Meknès,delivered,AtlasShip,19/01/2026,2026-01-20
2755,2755,Marrakech,Marrakech-Safi,failed,Barid Logistics,May 11 2025,
2756,2756,Meknès,Fès-Meknès,delivered,Tanger Delivery,Feb 14 2026,22/02/2026
2757,2757,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,23/07/2025,Jul 29 2025
2758,2758,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,08/19/2025,Aug 23 2025
2759,2759,Agadir,Souss-Massa,delivered,Amana Express,18-01-2025,20-01-2025
2760,2760,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,07/06/2025,11/06/2025
2761,2761,Marrakech,Marrakech-Safi,delivered,Amana Express,01/22/2025,24-01-2025
2762,2762,TETOUAN,Tanger-Tétouan-Al Hoceïma,DELIVERED,Barid Logistics,06-03-2026,03/14/2026
2763,2763,Rabat,Rabat-Salé-Kénitra,in_transit,Barid Logistics,16-05-2025,19-05-2025
2764,2764,Oujda,,delivered,Amana Express,17/04/2026,2026-04-22
2765,2765,Casablanca,Casablanca-Settat,delivered,Jibli,04/30/2026,2026-05-06
2766,2766,CAS,Casablanca-Settat,delivered,Jibli,20-01-2026,2026-01-28
2767,2767,Casablanca,CASA-SETTAT,livré,Jibli,11/14/2025,21-11-2025
2768,2768,Fès,Fès-Meknès,delayed,AtlasShip,2026-04-06,13-04-2026
2769,2769,Oujda,Oriental,failed,AtlasShip,Mar 01 2026,
2770,2770,Casablanca,Casablanca-Settat,in_transit,AtlasShip,Jun 10 2025,2025-06-17
2771,2771,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-03-06,14/03/2025
2772,2772,Oujda,Oriental,livré,Tanger Delivery,2026-03-24,2026-03-26
2773,2773,CASABLANCA,Casablanca-Settat,delivered,Jibli,29-11-2025,04/12/2025
2774,2774,Oujda,Oriental,delivered,Amana Express,13/09/2025,08/09/2025
2775,2775,RABAT,Rabat-Salé-Kénitra,delivered,Barid Logistics,08-10-2025,2025-10-14
2776,2776,Agadir,Souss-Massa,delivered,Jibli,2025-08-25,09/02/2025
2777,2777,Meknès,Fès-Meknès,delivered,Tanger Delivery,2025-07-27,02/08/2025
2778,2778,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,07-12-2025,12/13/2025
2779,2779,Marrakech,Marrakech-Safi,delivered,Amana Express,04/12/2025,15-04-2025
2780,2780,Fès,Fès-Meknès,delivered,Amana Express,2025-11-18,11/26/2025
2781,2781,Marrakech,Marrakech-Safi,failed,Jibli,09/12/2025,Dec 12 2025
2782,2782,,Tanger-Tétouan-Al Hoceïma,in_transit,Jibli,15-04-2025,16-04-2025
2783,2783,Marrakech,Marrakech-Safi,delivered,Barid Logistics,29-08-2025,05/09/2025
2784,2784,Tetouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,10/31/2025,03/11/2025
2785,2785,Fès,Fès-Meknès,delivered,AtlasShip,11/24/2025,Nov 25 2025
2786,2786,CAS,Casablanca-Settat,delivered,Tanger Delivery,2026-05-16,05/19/2026
2787,2787,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,failed,Barid Logistics,2026-03-21,
2788,2788,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,Feb 17 2026,19/02/2026
2789,2789,Meknès,Fes Meknes,delivered,AtlasShip,04/27/2026,05/02/2026
2790,2790,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,May 08 2026,11/05/2026
2791,2791,Agadir,Souss-Massa,failed,Tanger Delivery,18-05-2026,
2792,2792,RABAT,Rabat-Salé-Kénitra,DELIVERED,Amana Express,2025-03-25,31-03-2025
2793,2793,Tetouan,Tanger Tetouan,livré,Amana Express,12/29/2025,04-01-2026
2794,2794,tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,30/07/2025,Aug 06 2025
2795,2795,Marrakech,Marrakech-Safi,livré,Barid Logistics,07/01/2026,01/08/2026
2796,2796,Oujda,Oriental,delivered,Tanger Delivery,03/28/2025,30/03/2025
2797,2797,TETOUAN,,delivered,AtlasShip,Jun 14 2025,12/06/2025
2798,2798,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-01-11,01/13/2025
2799,2799,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,04-08-2025,Aug 05 2025
2800,2800,TETOUAN,Tanger Tetouan,delivered,Amana Express,07/13/2025,07/14/2025
2801,2801,Marrakech,Marrakech-Safi,delayed,Tanger Delivery,08-05-2026,May 16 2026
2802,2802,Fès,Fès-Meknès,livré,AtlasShip,03/23/2025,03/28/2025
2803,2803,Tanger,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,02-08-2025,05-08-2025
2804,2804,Tanger,Tanger-Tétouan-Al Hoceïma,KO,Barid Logistics,2025-06-04,06-06-2025
2805,2805,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,02/11/2026,05-02-2026
2806,2806,tanger,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,03/02/2026,11-02-2026
2807,2807,Casablanca,Casablanca-Settat,delivered,Jibli,05/12/2025,May 19 2025
2808,2808,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-12-14,12/15/2025
2809,2809,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Jibli,2025-12-09,Dec 10 2025
2810,2810,Tanger,TTA,delivered,Amana Express,09/12/2025,17/12/2025
2811,2811,Fès,Fès-Meknès,delayed,Tanger Delivery,28-01-2026,2026-02-04
2812,2812,TETOUAN,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,30/10/2025,07-11-2025
2813,2813,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,04/25/2026,01-05-2026
2814,2814,Oujda,Oriental,delivered,Amana Express,2025-12-18,23-12-2025
2815,2815,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,03/07/2026,Mar 15 2026
2816,2816,Fès,Fès-Meknès,in_transit,Tanger Delivery,10-11-2025,11/13/2025
2817,2817,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,Feb 12 2025,15-02-2025
2818,2818,tanger,Tanger-Tétouan-Al Hoceïma,failed,Amana Express,12-09-2025,
2819,2819,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,05/05/2026,2026-05-13
2820,2820,Rabat,Rabat-Salé-Kénitra,livré,Tanger Delivery,05/02/2025,2025-02-08
2821,2821,Fès,,delivered,Tanger Delivery,24/12/2025,12/31/2025
2822,2822,Rabat,RSK,delivered,Amana Express,06/02/2025,2025-06-10
2823,2823,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,21/03/2025,03/25/2025
2824,2824,rabat,RSK,KO,AtlasShip,02/05/2025,13-02-2025
2825,2825,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,Sep 04 2025,05-09-2025
2826,2826,Agadir,Souss-Massa,in_transit,Jibli,05-02-2025,2025-02-13
2827,2827,Kénitra,Rabat-Salé-Kénitra,delivered,Tanger Delivery,Apr 25 2025,28-04-2025
2828,2828,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-05-15,2025-05-18
2829,2829,Fès,Fes Meknes,KO,Amana Express,Jun 29 2025,04-07-2025
2830,2830,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,24-01-2025,2025-01-30
2831,2831,Tanger,TTA,delivered,Barid Logistics,01/09/2026,14/01/2026
2832,2832,Nador,Oriental,Livré,Amana Express,2025-11-06,2025-11-12
2833,2833,Rabat,Rabat Sale Kenitra,delivered,Jibli,12/22/2025,25/12/2025
2834,2834,Agadir,Souss-Massa,delivered,Barid Logistics,2025-05-26,02/06/2025
2835,2835,Rabat,Rabat-Salé-Kénitra,failed,Tanger Delivery,2025-04-14,2025-04-19
2836,2836,Fès,,delivered,AtlasShip,Feb 15 2026,Feb 23 2026
2837,2837,Casablanca,Casa Settat,in_transit,Tanger Delivery,01/17/2025,21/01/2025
2838,2838,rabat,Rabat Sale Kenitra,KO,Barid Logistics,2025-05-08,12/05/2025
2839,2839,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,27-11-2025,Dec 02 2025
2840,2840,Oujda,Oriental,delivered,Barid Logistics,2025-08-04,Aug 06 2025
2841,2841,CASABLANCA,Casa Settat,in_transit,Jibli,07/11/2025,2025-11-08
2842,2842,Fès,Fès-Meknès,delivered,AtlasShip,07/04/2026,Apr 08 2026
2843,2843,Agadir,Souss-Massa,failed,Tanger Delivery,2026-01-22,30-01-2026
2844,2844,TETOUAN,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,20-02-2025,2025-02-24
2845,2845,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,18/05/2025,May 26 2025
2846,2846,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Jibli,05/06/2025,06/06/2025
2847,2847,Fès,Fès-Meknès,KO,Barid Logistics,06/20/2025,06/25/2025
2848,2848,Marrakech,Marrakech-Safi,delivered,AtlasShip,2026-03-14,15-03-2026
2849,2849,tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Jibli,18-02-2026,23/02/2026
2850,2850,Rabat,Rabat Sale Kenitra,delivered,Tanger Delivery,2025-04-01,Apr 02 2025
2851,2851,Tétouan,Tanger-Tétouan-Al Hoceïma,DELIVERED,Tanger Delivery,Nov 28 2025,2025-12-03
2852,2852,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,05/13/2025,14/05/2025
2853,2853,Fès,Fès-Meknès,delivered,Tanger Delivery,14/07/2025,17/07/2025
2854,2854,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,03-06-2025,10/06/2025
2855,2855,Al Hoceïma,Tanger-Tétouan-Al Hoceima,failed,AtlasShip,Feb 10 2026,14-02-2026
2856,2856,Fès,Fès-Meknès,delivered,Jibli,20-06-2025,Jun 24 2025
2857,2857,Fès,Fès-Meknès,delivered,Jibli,Nov 26 2025,29/11/2025
2858,2858,Marrakech,Marrakech-Safi,Livré,AtlasShip,2025-05-27,06/04/2025
2859,2859,Marrakech,Marrakech-Safi,delivered,Amana Express,08/23/2025,27-08-2025
2860,2860,Casablanca,,delivered,Tanger Delivery,Mar 04 2026,2026-03-12
2861,2861,Marrakech,Marrakech-Safi,delivered,AtlasShip,06/06/2025,2025-06-09
2862,2862,Rabat,RSK,delivered,AtlasShip,10/12/2025,17/12/2025
2863,2863,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,Mar 10 2025,2025-03-11
2864,2864,Agadir,Souss-Massa,in_transit,Tanger Delivery,Feb 04 2025,08-02-2025
2865,2865,Marrakech,Marrakech-Safi,delivered,Jibli,2025-06-10,14-06-2025
2866,2866,Meknès,Fès-Meknès,delivered,Amana Express,21-04-2025,29/04/2025
2867,2867,Tnja,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,22-06-2025,2025-06-26
2868,2868,Rabat,Rabat-Salé-Kénitra,in_transit,Amana Express,11/20/2025,28/11/2025
2869,2869,Fès,Fès-Meknès,in_transit,Amana Express,01-10-2025,2025-10-06
2870,2870,Rabat,Rabat-Salé-Kénitra,DELIVERED,Tanger Delivery,15/01/2025,18/01/2025
2871,2871,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,12/24/2025,2025-12-30
2872,2872,Casablanca,Casablanca-Settat,delivered,Amana Express,Nov 25 2025,27-11-2025
2873,2873,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,04/14/2026,17-04-2026
2874,2874,Tetouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,May 23 2025,31/05/2025
2875,2875,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-12-05,2025-12-06
2876,2876,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,08/08/2025,11/08/2025
2877,2877,Rabat,RSK,delivered,AtlasShip,09/06/2025,10/09/2025
2878,2878,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,Jul 07 2025,11-07-2025
2879,2879,Oujda,Oriental,delayed,AtlasShip,Dec 20 2025,27/12/2025
2880,2880,AL HOCEIMA,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,09/24/2025,27/09/2025
2881,2881,Agadir,Souss-Massa,in_transit,Barid Logistics,19-11-2025,20-11-2025
2882,2882,Fès,Fes Meknes,delivered,Jibli,19-03-2025,24/03/2025
2883,2883,Tétouan,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,01/26/2025,02/02/2025
2884,2884,Tetouan,Tanger-Tétouan-Al Hoceima,livré,Amana Express,27/03/2025,02/04/2025
2885,2885,Agadir,Souss-Massa,delivered,AtlasShip,29/04/2026,05/01/2026
2886,2886,Marrakech,Marrakech-Safi,livré,Amana Express,Sep 08 2025,09/14/2025
2887,2887,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2026-01-23,Jan 26 2026
2888,2888,Meknès,Fès-Meknès,delivered,Tanger Delivery,Jul 06 2025,2025-07-08
2889,2889,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,14/01/2026,21/01/2026
2890,2890,Casablanca,Casablanca-Settat,delayed,Barid Logistics,15-02-2025,2025-02-17
2891,2891,,Tanger-Tétouan-Al Hoceïma,delayed,Barid Logistics,02/25/2025,27-02-2025
2892,2892,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-02-18,2025-02-24
2893,2893,Fès,Fès-Meknès,delivered,Jibli,28/01/2026,03-02-2026
2894,2894,Fès,Fès-Meknès,delivered,Barid Logistics,22/10/2025,23/10/2025
2895,2895,Marrakech,Marrakech-Safi,in_transit,Jibli,01/13/2025,21/01/2025
2896,2896,rabat,Rabat Sale Kenitra,delivered,Barid Logistics,11-02-2025,Feb 15 2025
2897,2897,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,2025-02-11,Feb 19 2025
2898,2898,Fès,Fès-Meknès,Livré,Jibli,07/11/2025,07/16/2025
2899,2899,Agadir,Souss-Massa,delivered,Amana Express,2025-06-23,24-06-2025
2900,2900,TNG,Tanger-Tétouan-Al Hoceïma,in_transit,Jibli,2026-04-26,Apr 27 2026
2901,2901,Tanger,,delayed,Barid Logistics,29/06/2025,07/07/2025
2902,2902,Marrakech,Marrakech-Safi,in_transit,Amana Express,05/09/2025,05/11/2025
2903,2903,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,Feb 26 2026,Mar 05 2026
2904,2904,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,11-11-2025,Nov 13 2025
2905,2905,casa,Casablanca-Settat,in_transit,Barid Logistics,10-08-2025,2025-08-14
2906,2906,TANGER,TTA,in_transit,Barid Logistics,11/20/2025,Nov 22 2025
2907,2907,casa,Casa Settat,DELIVERED,Barid Logistics,Jun 20 2025,06/23/2025
2908,2908,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,01/26/2025,31/01/2025
2909,2909,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,Mar 15 2025,Mar 19 2025
2910,2910,Casablanca,Casablanca-Settat,KO,Barid Logistics,15/11/2025,2025-11-19
2911,2911,Tétouan,Tanger-Tétouan-Al Hoceïma,delayed,Jibli,Dec 31 2025,06-01-2026
2912,2912,Casablanca,Casablanca-Settat,DELIVERED,AtlasShip,2025-05-27,Jun 03 2025
2913,2913,Oujda,Oriental,delivered,Jibli,Feb 09 2026,10-02-2026
2914,2914,Fès,Fès-Meknès,delivered,Amana Express,2025-02-17,21/02/2025
2915,2915,Fès,Fès-Meknès,livré,Jibli,Feb 18 2026,22/02/2026
2916,2916,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,11/01/2025,01/13/2025
2917,2917,Tnja,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,05/02/2025,2025-02-13
2918,2918,Fès,Fès-Meknès,delivered,Amana Express,04/03/2025,2025-03-07
2919,2919,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,May 13 2025,05/19/2025
2920,2920,Tanger,Tanger Tetouan,delivered,AtlasShip,01/04/2026,04/08/2026
2921,2921,rabat,Rabat-Salé-Kénitra,DELIVERED,Amana Express,26/04/2025,03/05/2025
2922,2922,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,failed,Barid Logistics,04/21/2026,04/29/2026
2923,2923,Oujda,Oriental,in_transit,Jibli,2025-03-25,2025-03-26
2924,2924,Marrakech,Marrakech-Safi,delayed,Barid Logistics,07/18/2025,07/22/2025
2925,2925,Rabat,Rabat-Salé-Kénitra,KO,Barid Logistics,30/01/2026,2026-02-05
2926,2926,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,12/11/2025,11/20/2025
2927,2927,Fès,Fès-Meknès,delivered,Jibli,11/07/2025,11/08/2025
2928,2928,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,05/02/2026,06-02-2026
2929,2929,Marrakech,Marrakech-Safi,delayed,Barid Logistics,11/02/2025,15-02-2025
2930,2930,Oujda,Oriental,delivered,Barid Logistics,23-03-2025,28/03/2025
2931,2931,Marrakech,Marrakech-Safi,in_transit,AtlasShip,12/03/2025,12/04/2025
2932,2932,Agadir,Souss-Massa,delivered,Barid Logistics,Jan 26 2025,2025-02-01
2933,2933,AL HOCEIMA,Tanger Tetouan,delivered,Amana Express,20-04-2025,2025-04-26
2934,2934,Agadir,Souss-Massa,delivered,Tanger Delivery,2026-05-21,05/23/2026
2935,2935,Oujda,Oriental,delivered,Jibli,04/14/2025,2025-04-22
2936,2936,Tétouan,Tanger-Tétouan-Al Hoceïma,in_transit,AtlasShip,22/04/2025,2025-04-29
2937,2937,,Rabat-Salé-Kénitra,delivered,Jibli,10-04-2026,18/04/2026
2938,2938,Fès,Fès-Meknès,delivered,Barid Logistics,2025-03-14,21/03/2025
2939,2939,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,28-02-2026,03-03-2026
2940,2940,CASABLANCA,Casablanca-Settat,delayed,AtlasShip,2025-08-29,31/08/2025
2941,2941,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-03-01,06-03-2026
2942,2942,Oujda,Oriental,in_transit,AtlasShip,2025-02-28,Mar 07 2025
2943,2943,Kénitra,RSK,KO,Amana Express,Mar 07 2026,03/12/2026
2944,2944,TETOUAN,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,24-03-2026,Mar 27 2026
2945,2945,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,03/12/2025,12/08/2025
2946,2946,Tétouan,TTA,in_transit,AtlasShip,Mar 10 2026,14/03/2026
2947,2947,Rabat,RSK,delivered,Amana Express,05/18/2026,25/05/2026
2948,2948,Casablanca,Casablanca-Settat,delivered,AtlasShip,07/13/2025,17-07-2025
2949,2949,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,08/22/2025,28-08-2025
2950,2950,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Tanger Delivery,08/31/2025,02/09/2025
2951,2951,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,01/25/2026,Jan 30 2026
2952,2952,Fès,Fès-Meknès,delivered,AtlasShip,2025-03-04,Mar 06 2025
2953,2953,Marrakech,Marrakech-Safi,in_transit,AtlasShip,2026-04-12,2026-04-16
2954,2954,Tanger,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,2026-03-24,25-03-2026
2955,2955,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,11/06/2025,2025-06-17
2956,2956,Rabat,Rabat-Salé-Kénitra,delayed,Tanger Delivery,Apr 11 2026,18/04/2026
2957,2957,tanger,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2025-02-07,Feb 11 2025
2958,2958,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,Sep 25 2025,28-09-2025
2959,2959,tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-11-06,Nov 12 2025
2960,2960,Tétouan,,delivered,Tanger Delivery,03/14/2026,17-03-2026
2961,2961,Fès,Fès-Meknès,delivered,Jibli,07/15/2025,19/07/2025
2962,2962,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,05/03/2025,06/05/2025
2963,2963,Agadir,Souss-Massa,failed,Tanger Delivery,23-01-2026,
2964,2964,Casablanca,Casablanca-Settat,delivered,Jibli,Jul 24 2025,Jul 29 2025
2965,2965,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2026-01-18,Jan 24 2026
2966,2966,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-05-28,2025-06-04
2967,2967,rabat,Rabat-Salé-Kénitra,delivered,Amana Express,18/01/2026,19/01/2026
2968,2968,Casablanca,,delayed,Barid Logistics,2025-10-29,03/11/2025
2969,2969,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-09-19,2025-09-22
2970,2970,Rabat,RSK,failed,Jibli,16/09/2025,09/18/2025
2971,2971,Marrakech,Marrakech-Safi,Livré,Jibli,05-01-2025,08/01/2025
2972,2972,Nador,Oriental,delivered,Amana Express,Nov 14 2025,18/11/2025
2973,2973,Rabat,RSK,delayed,Tanger Delivery,13-07-2025,2025-07-17
2974,2974,Agadir,Souss-Massa,failed,AtlasShip,Apr 26 2025,
2975,2975,Al Hoceïma,TTA,in_transit,Tanger Delivery,02-06-2025,10-06-2025
2976,2976,Tanger,Tanger-Tétouan-Al Hoceima,delivered,Amana Express,05/22/2026,05/23/2026
2977,2977,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,13/03/2026,03/21/2026
2978,2978,Kénitra,Rabat-Salé-Kénitra,in_transit,Barid Logistics,02/04/2025,04/06/2025
2979,2979,CAS,Casablanca-Settat,failed,AtlasShip,08-12-2025,2025-12-11
2980,2980,CAS,Casablanca-Settat,delivered,Amana Express,2025-03-10,2025-03-18
2981,2981,Oujda,Oriental,delivered,Jibli,2025-04-22,30/04/2025
2982,2982,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,Jul 29 2025,Aug 01 2025
2983,2983,Rabat,Rabat Sale Kenitra,delivered,Barid Logistics,02/27/2025,01/03/2025
2984,2984,,Rabat Sale Kenitra,in_transit,Barid Logistics,Oct 06 2025,10/10/2025
2985,2985,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,10-05-2025,18/05/2025
2986,2986,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,02/10/2025,15/02/2025
2987,2987,Casablanca,Casablanca-Settat,failed,Tanger Delivery,2025-09-29,05-10-2025
2988,2988,Agadir,Souss-Massa,in_transit,Amana Express,2025-05-29,May 31 2025
2989,2989,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,23-02-2025,2025-03-02
2990,2990,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,02/13/2026,02/16/2026
2991,2991,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,Apr 11 2025,04/16/2025
2992,2992,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-03-10,03/12/2026
2993,2993,Al Hoceima,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2025-01-10,2025-01-17
2994,2994,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,04-03-2026,Mar 06 2026
2995,2995,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-08-09,2025-08-10
2996,2996,,Rabat-Salé-Kénitra,delivered,Amana Express,17-07-2025,2025-07-18
2997,2997,Tanger,Tanger Tetouan,delivered,Amana Express,03/05/2026,05/08/2026
2998,2998,Casablanca,CASA-SETTAT,delivered,Jibli,02/20/2025,24-02-2025
2999,2999,Rabat,RSK,DELIVERED,Barid Logistics,03/02/2026,Feb 10 2026
3000,3000,Tétouan,Tanger Tetouan,livré,AtlasShip,01/01/2026,03/01/2026
3001,3001,Marrakech,Marrakech-Safi,delivered,AtlasShip,Jan 20 2026,Jan 24 2026
3002,3002,Agadir,Souss-Massa,failed,Jibli,25-03-2026,
3003,3003,Meknès,Fès-Meknès,delivered,Tanger Delivery,23-10-2025,Oct 24 2025
3004,3004,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,25-03-2026,03/27/2026
3005,3005,Casablanca,Casablanca-Settat,in_transit,Barid Logistics,13/03/2026,Mar 14 2026
3006,3006,Tanger,Tanger-Tétouan-Al Hoceïma,KO,Amana Express,12-03-2025,03/18/2025
3007,3007,Marrakech,,delivered,Amana Express,Aug 14 2025,18-08-2025
3008,3008,Tanger,TTA,DELIVERED,Amana Express,03-11-2025,Nov 11 2025
3009,3009,Marrakech,Marrakech-Safi,KO,Barid Logistics,May 16 2025,22-05-2025
3010,3010,Casablanca,Casablanca-Settat,DELIVERED,AtlasShip,02/06/2025,14/02/2025
3011,3011,Fès,Fès-Meknès,delivered,AtlasShip,03/02/2025,Feb 10 2025
3012,3012,Marrakech,Marrakech-Safi,delivered,Barid Logistics,2025-09-18,2025-09-26
3013,3013,Agadir,Souss-Massa,delivered,Tanger Delivery,Mar 25 2026,04/02/2026
3014,3014,,Casablanca-Settat,delivered,Barid Logistics,2025-01-24,01/29/2025
3015,3015,TANGER,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,29/04/2026,05/05/2026
